question_id,question_type,discipline,taxonomy_level,base_text,stem,statement_i,statement_ii,statement_iii,statement_iv,assertion_i,assertion_ii,option_a,option_b,option_c,option_d,option_e,correct_option
670,Afirmação Incompleta,ensino e aprendizagem da lingua portuguesa,Avaliar,"Em uma escola de anos iniciais, a equipe pedagógica discute como organizar o ensino de Língua Portuguesa para garantir continuidade e profundidade no trabalho com leitura e escrita. O grupo reconhece que a carga horária é limitada e que os alunos apresentam diferentes níveis de apropriação da escrita, o que exige retomadas constantes e circulação efetiva de textos na sala. Nos debates, surgem propostas de concentrar o estudo de gêneros textuais em blocos intensivos, de alternar gêneros em cada aula, ou de criar experiências regulares em torno de um mesmo gênero ao longo de várias semanas, articulando leitura pelo professor, leitura pelos alunos e produções escritas com reescritas sucessivas. Ao avaliar essas possibilidades, o foco recai sobre quais escolhas favorecem a construção progressiva de conhecimentos sobre a linguagem escrita nos anos iniciais.","Ao replanejar o trabalho com leitura e escrita para favorecer a construção progressiva de conhecimentos sobre a linguagem nos anos iniciais, a equipe pedagógica atua de forma mais coerente com os fundamentos teórico-metodológicos da Língua Portuguesa ao priorizar",,,,,,,"a condução de aulas expositivas sobre características de gêneros textuais, complementadas por listas de tarefas domiciliares, sem planejamento de momentos coletivos de reescrita e discussão de textos.","a alternância sistemática de gêneros textuais a cada aula, buscando ampliar repertório, ainda que sem continuidade do trabalho com um mesmo gênero ao longo do bimestre.","a organização de atividades permanentes em torno de um mesmo gênero textual, com encontros regulares em que a turma lê, discute e produz textos, retomando procedimentos e ampliando gradualmente as demandas de leitura e escrita.","a realização de uma sequência de aulas concentradas em curto período, com foco intenso em um gênero textual, sem previsão de retomadas desse gênero nas semanas subsequentes.","a aplicação frequente de exercícios escritos individuais, baseados em questões sobre textos variados, com ênfase em correções rápidas de aspectos ortográficos e gramaticais.",C
690,Múltipla Escolha Simples,geografia economica,Analisar,"Ao analisar a evolução histórica do capitalismo, um pesquisador comparou três fases: uma etapa marcada pela expansão ultramarina, pelo acúmulo de metais preciosos e pelo fortalecimento dos Estados nacionais; outra caracterizada pela mecanização da produção, pela fábrica e pela centralidade da indústria; e uma terceira em que predominam os fluxos de crédito, a circulação de capitais em escala global e a atuação de grandes grupos financeiros. O pesquisador observou ainda que a Geografia Econômica é essencial para compreender como cada fase reorganiza o espaço, as redes e a divisão territorial do trabalho.","Considerando a interpretação geográfica dessa evolução histórica, qual análise melhor caracteriza a transição entre as três fases do capitalismo mencionadas?",,,,,,,"A industrialização eliminou a expansão comercial, pois a produção em massa reduziu a necessidade de trocas e limitou a formação de mercados.","A fase mercantil substituiu o comércio pela produção fabril, enquanto o capitalismo industrial resultou da ascensão do sistema bancário, que passou a dominar somente no século XIX.","As três fases coexistem sem hierarquia predominante, apresentando padrões espaciais semelhantes ao longo do tempo.",A transição do capitalismo comercial para o industrial e deste para o financeiro demonstra a crescente sofisticação das redes econômicas e a valorização do capital em escala global.,"O capitalismo financeiro precedeu o comercial, já que o desenvolvimento de bolsas e bancos europeus possibilitou as navegações e a acumulação primitiva de capital.",D
700,Múltipla Escolha Simples,arte contemporanea,Compreender,"Em uma exposição de arte contemporânea, uma instalação ocupa uma sala vazia com lâmpadas acesas, placas industriais, caixas de papelão e instruções impressas ao lado da obra. O visitante é convidado a circular, interpretar e completar mentalmente o sentido do conjunto, enquanto a permanência dos materiais parece menos importante do que a experiência proposta.","Com base no texto, assinale a alternativa que identifica a característica poética que justifica a proposta da instalação descrita.",,,,,,,Valoriza a forma pura.,Exalta a técnica manual.,Prioriza a ideia sobre o objeto.,Imita a pintura clássica.,Busca a beleza decorativa.,C
704,Múltipla Escolha Simples,calculo diferencial e integral iii,Aplicar,"Em modelagem matemática, muitas situações envolvendo crescimento populacional, circuitos elétricos e movimento de partículas podem ser descritas por equações diferenciais ordinárias. Em alguns casos, uma condição inicial ou de contorno permite determinar uma solução específica entre várias possíveis.","Considere a equação diferencial ordinária $y' = ky$, com $k\in\mathbb{R}$, associada ao problema de valor inicial $y(0)=y_0$. Utilizando o texto-base como contexto sobre modelagem por EDOs e condições iniciais, determine a solução desse problema de valor inicial.",,,,,,,$y(x)=y_0e^{-kx}$.,$y(x)=y_0e^{kx}$.,$y(x)=ky_0e^{x}$.,$y(x)=y_0e^{x/k}$.,$y(x)=y_0+kx$.,B
707,Múltipla Escolha Complexa,calculo diferencial e integral ii,Analisar,"Uma engenheira está modelando a temperatura superficial de uma placa metálica submetida a aquecimento não uniforme por meio da função $T(x,y)$, que associa a cada ponto $(x,y)$ da placa a temperatura em graus Celsius. Para identificar regiões críticas de aquecimento, ela pretende localizar pontos em que a placa apresente temperaturas extremas em relação aos pontos vizinhos. A engenheira dispõe de um software capaz de calcular derivadas parciais de primeira e segunda ordem e de gerar mapas de nível de temperatura. Ela precisa decidir como utilizar esses recursos para distinguir pontos de aquecimento mais intenso, pontos de resfriamento relativo e pontos em que a temperatura varia de forma oposta em direções diferentes, a fim de definir zonas de monitoramento e de instalação de sensores de proteção térmica.

Considere que a função $T(x,y)$ é de classe $C^2$ (duas vezes continuamente diferenciável) sobre a região de interesse da placa.","Considerando o contexto apresentado, é correto APENAS o que se afirma em:","Calcular as derivadas parciais de primeira ordem de $T(x,y)$, determinar os pontos em que ambas se anulam e, para cada um desses pontos, analisar as derivadas parciais de segunda ordem e o discriminante associado, classificando-os em máximos locais, mínimos locais ou pontos de sela, usando essa classificação para orientar a instalação de sensores.","Selecionar como candidatos a extremos locais os pontos em que as derivadas parciais de primeira ordem de $T(x,y)$ se anulam e, adicionalmente, considerar a informação sobre o módulo do gradiente em regiões vizinhas para priorizar, entre esses pontos críticos, aqueles em que a temperatura tende a variar de forma mais acentuada.","Concentrar a análise principalmente nos pontos em que o software mostra temperaturas numericamente altas, utilizando mapas de nível para comparar com valores em vizinhanças próximas, de modo a verificar se esses pontos se comportam como máximos locais, sem recorrer explicitamente às derivadas de segunda ordem.","Incluir na análise os pontos críticos internos obtidos pelo cancelamento das derivadas parciais de primeira ordem, mas dispensar qualquer verificação com derivadas de segunda ordem e, com base apenas em uma comparação com uma média global da placa, interpretar esses pontos como zonas de aquecimento mais intenso.",,,I e III estão corretas,II e IV estão corretas,"I, II e III estão corretas","I, II, III e IV estão corretas",I e II estão corretas,E
729,Afirmação Incompleta,semantica,Compreender,"Em um texto jornalístico sobre a reforma urbana, um mesmo conjunto de moradores é retomado diversas vezes por diferentes formas linguísticas, o que orienta o leitor na construção do sentido e na identificação dos referentes ao longo da progressão textual.","Nessa perspectiva, a referenciação pode ser compreendida como o processo pelo qual os locutores ...",,,,,,,"associam formas linguísticas a objetos do mundo de modo rígido, com pouca influência do contexto de uso.","introduzem, retomam e recategorizam objetos de discurso no texto, negociando sentidos em interação.","substituem frequentemente o referente por pronomes pessoais, em detrimento do uso de expressões nominais.","garantem que cada expressão linguística corresponda, na maior parte das vezes, a um único referente estável na situação comunicativa.","estabelecem uma correspondência direta entre palavras e coisas, minimizando a atuação do contexto discursivo.",B
743,Múltipla Escolha Simples,semantica,Compreender,"Em uma conversa, um professor afirma: “As palavras só fazem sentido quando consideradas em uso, pois o significado depende do contexto e da relação entre os termos”.","Com base nessa afirmação, assinale a alternativa que descreve corretamente o objeto de estudo da Semântica.",,,,,,,A Semântica estuda as regras gramaticais que organizam as palavras na frase.,"A Semântica estuda o significado e o sentido produzidos por palavras, enunciados e contextos de uso.",A Semântica estuda a origem histórica das palavras e suas mudanças ao longo do tempo.,"A Semântica estuda a classificação das palavras em classes morfológicas, como substantivos e verbos.",A Semântica estuda a norma-padrão de concordância entre sujeito e verbo.,B
753,Múltipla Escolha Complexa,ensino e aprendizagem da lingua portuguesa,Analisar,"Uma professora de Língua Portuguesa, ao planejar um projeto de leitura para turmas do 8.º ano, decide trabalhar com textos que combinem diferentes linguagens, articulando palavras, imagens, cores e elementos gráficos. Para uma sequência didática sobre consumo consciente, ela seleciona anúncios publicitários digitais, infográficos interativos e tiras em formato de quadrinhos. Em uma primeira versão do planejamento, a docente prevê atividades centradas em perguntas escritas sobre o tema e na identificação de informações explícitas no texto verbal. Após analisar os resultados de anos anteriores, porém, ela percebe que os alunos costumam desconsiderar elementos visuais relevantes e têm dificuldade para relacionar os diferentes recursos semióticos presentes nos materiais. Diante disso, ela revisa o planejamento, buscando reorganizar as propostas de leitura.","Considerando o contexto apresentado, avalie as afirmações a seguir sobre a reorganização do planejamento e assinale a alternativa que indica quais delas são adequadas à situação descrita.","Priorizar situações em que os estudantes descrevam em voz alta, de modo sistemático, o que observam em cada recurso visual e verbal dos textos, explicando como essas partes se articulam para construir sentidos sobre o consumo consciente.","Manter o foco principal das atividades na interpretação do texto escrito, utilizando as imagens apenas como ilustração periférica, a fim de evitar dispersão e garantir que todos cheguem à mesma compreensão do tema.","Organizar momentos em que grupos de alunos comparem diferentes versões de um mesmo conteúdo em formatos como infográfico, anúncio e tira, discutindo como as escolhas de cores, disposição dos elementos e linguagem verbal orientam leituras distintas.","Restringir a análise dos materiais a perguntas de verdadeiro ou falso sobre informações explícitas, de modo que os estudantes se familiarizem primeiro com o tema para, em outro momento, lidarem com a interpretação integrada de imagens e palavras.",,,II e III,I e III,I e IV,"I, II e III","I, II, III e IV",B
767,Múltipla Escolha Simples,semantica,Compreender,"Em uma aula de Semântica, a professora apresenta duas análises de enunciados: no primeiro, a palavra “banco” é interpretada como instituição financeira; no segundo, como assento. Ela explica que, para compreender adequadamente o funcionamento do significado na língua, é preciso considerar não apenas os sentidos possíveis em contexto, mas também o estudo sistemático das relações entre expressão linguística e interpretação.","Com base no texto apresentado, assinale a alternativa que descreve corretamente o objeto de estudo da Semântica e distingue adequadamente os conceitos de significado e sentido.",,,,,,,"A Semântica estuda as regras gramaticais da língua; significado e sentido são noções equivalentes, independentemente do contexto de uso.","A Semântica estuda os sons da fala; significado corresponde ao aspecto material da palavra, enquanto sentido é apenas a sua grafia.","A Semântica estuda os significados da linguagem; o significado é a informação lexical estável da unidade, e o sentido é a interpretação contextual dessa unidade.","A Semântica estuda a origem histórica das palavras; sentido equivale a referência, e significado depende da intenção do falante.","A Semântica estuda o uso estilístico das palavras em textos literários; significado e sentido são definidos pelo dicionário, sem considerar o contexto.",C
777,Afirmação Incompleta,morfossintaxe da lingua inglesa,Compreender,"Na abordagem da morfossintaxe do inglês, a análise da palavra considera simultaneamente sua forma e sua função na organização da oração. Em documentos curriculares como a BNCC, esse olhar se articula ao eixo de conhecimentos linguísticos, valorizando o uso reflexivo da língua em diferentes práticas sociais.","Nesse sentido, a noção de lexicogrammar se refere à ideia de que léxico e gramática são ...",,,,,,,"sistemas independentes, com interação limitada ao nível semântico.","dimensões integradas, nas quais escolhas lexicais e gramaticais se condicionam mutuamente.","campos voltados à identificação de morfemas, com pouca relação direta com a sintaxe.","regras predominantemente aplicáveis à escrita formal, com efeitos reduzidos na oralidade.",processos de derivação lexical que tornam desnecessária a análise da estrutura da oração.,B
787,Múltipla Escolha Simples,analise de investimentos e fontes de financiamento,Compreender,"Uma empresa avalia a aquisição de um equipamento produtivo que exige um desembolso inicial de R$ 200.000,00. A área técnica projeta entradas de caixa líquidas de R$ 60.000,00 no primeiro ano, R$ 70.000,00 no segundo ano, R$ 90.000,00 no terceiro ano e R$ 40.000,00 no quarto ano. A diretoria definiu, em sua política de investimentos, que o prazo máximo aceitável de recuperação do capital, para esse tipo de projeto, é de 3 anos. O gestor financeiro deve verificar se o investimento se enquadra nesse critério temporal, considerando a recuperação do valor aplicado a partir da soma dos fluxos de caixa anuais gerados pelo projeto, até que o montante acumulado atinja o investimento inicial, sem levar em conta os recebimentos posteriores a esse momento de recuperação.","Com base nas informações fornecidas, identifique a alternativa que descreve corretamente a metodologia do payback para avaliar se o projeto atende ao prazo máximo de 3 anos definido pela diretoria.",,,,,,,"Comparar o investimento inicial de R$ 200.000,00 com a soma acumulada das entradas de caixa ano a ano e identificar em qual ano o total acumulado atinge ou ultrapassa esse valor, verificando se o tempo de recuperação é menor ou igual a 3 anos.","Multiplicar as entradas de caixa de cada ano pela taxa mínima de atratividade da empresa, somar os resultados obtidos e comparar o total com R$ 200.000,00 para decidir sobre a aceitação do investimento.","Calcular a média aritmética das entradas de caixa anuais previstas, dividir o valor de R$ 200.000,00 por essa média e aceitar o projeto quando o quociente for inferior a 3 anos.","Atualizar todas as entradas de caixa futuras a valor presente utilizando uma taxa de desconto, somar os valores obtidos e aceitar o projeto quando essa soma ultrapassar R$ 200.000,00 dentro do horizonte de 3 anos.","Comparar o valor de R$ 200.000,00 com a soma total de todas as entradas de caixa projetadas para os 4 anos e aceitar o projeto quando essa soma for maior, sem considerar o tempo de recuperação do investimento.",C
792,Afirmação Incompleta,semantica,Compreender,"Em uma interação cotidiana, um falante diz: “Está frio aqui” enquanto olha para a janela aberta e o interlocutor responde fechando-a. Esse enunciado produz um efeito de sentido que vai além do conteúdo literal das palavras, pois o ouvinte reconhece uma intenção comunicativa implícita no contexto da situação.","No caso descrito, a interpretação adequada da fala “Está frio aqui” — que leva o interlocutor a fechar a janela — depende sobretudo da compreensão de que o sentido é construído pelo uso da língua em contexto, conceito estudado pela:",,,,,,,"semântica lexical, que explica o sentido das palavras em diferentes contextos.","pragmática, que investiga como o contexto contribui para a construção do sentido.","morfologia, que analisa a formação interna das palavras e sua flexão.","fonologia, que descreve os sons da língua e seus contrastes distintivos.","sintaxe, que determina a ordem dos constituintes na oração.",B
794,Afirmação Incompleta,educacao de jovens e adultos,Compreender,"A Educação de Jovens e Adultos (EJA) acolhe sujeitos com histórias escolares interrompidas ou marcadas por trajetórias irregulares, inseridos em contextos sociais diversos. Esse público apresenta necessidades específicas que devem ser consideradas no planejamento pedagógico, especialmente quando a escola busca promover permanência, aprendizagem e inclusão.","Considerando as características desse público descritas no texto-base, uma proposta pedagógica adequada à EJA deve considerar, antes de tudo, que seus estudantes necessitam de uma abordagem que...",,,,,,,ensino acelerado sem diagnóstico prévio.,padronização rígida e ritmo único para todos.,valorização de seus saberes prévios e flexibilidade curricular.,conteúdos infantis e repetitivos para facilitar a aprendizagem.,alfabetização como única finalidade educacional.,C
801,Afirmação Incompleta,calculo diferencial e integral iii,Compreender,"Em modelagem matemática, a classificação de uma equação diferencial ajuda a identificar sua complexidade e a escolher uma estratégia de resolução. Considere, por exemplo, equações em que aparecem derivadas de uma variável dependente em relação a uma variável independente, como ocorre em muitas EDOs.","Uma equação diferencial ordinária linear de segunda ordem pode ser caracterizada, entre outros aspectos, por ter",,,,,,,coeficientes necessariamente constantes e uma derivada de ordem fracionária como maior ordem.,a derivada de maior ordem igual a 2 e a função incógnita e suas derivadas com expoente 1 em todos os termos.,a derivada de maior ordem igual a 1 e a função incógnita aparecendo em termos quadráticos obrigatórios.,"a derivada de maior ordem igual a 2, mas com o produto entre $y$ e $y'$ como termo dominante.",apenas derivadas parciais e coeficientes dependentes de duas variáveis independentes.,B
808,Múltipla Escolha Simples,calculo diferencial e integral iii,Lembrar,"Ao calcular integrais triplas em domínios com simetria esférica ou cilíndrica, a mudança de coordenadas pode simplificar significativamente a descrição da região e do integrando. Nessa transformação, a correção da medida de volume depende de um fator geométrico associado ao Jacobiano.",Assinale a alternativa que apresenta corretamente o elemento de volume $dV$ em coordenadas esféricas e a justificativa correta para o Jacobiano da transformação.,,,,,,,"Em coordenadas esféricas, o elemento de volume $dV$ é $\rho^2\cos\varphi\,d\rho\,d\varphi\,d\theta$, pois o Jacobiano da transformação é $\rho^2\cos\varphi$.","Em coordenadas esféricas, o elemento de volume $dV$ é $\rho^2\sin\varphi\,d\rho\,d\varphi\,d\theta$, pois o Jacobiano da transformação é $\rho^2\sin\varphi$.","Em coordenadas esféricas, o elemento de volume $dV$ é $\rho\sin\varphi\,d\rho\,d\varphi\,d\theta$, pois o Jacobiano da transformação é $\rho\sin\varphi$.","Em coordenadas esféricas, o elemento de volume $dV$ é $\rho^2\,d\rho\,d\varphi\,d\theta$, pois o Jacobiano da transformação independe do ângulo polar.","Em coordenadas esféricas, o elemento de volume $dV$ é $\sin\varphi\,d\rho\,d\varphi\,d\theta$, pois o Jacobiano da transformação é apenas o fator angular.",B
818,Afirmação Incompleta,geografia economica,Compreender,"A palavra ""Economia"" deriva do grego oikos (casa) e nomos (gestão, administração), indicando uma forma de organização dos recursos para atender necessidades humanas. Ao articular Economia e espaço geográfico, a Geografia Econômica passou a analisar como as atividades produtivas se distribuem e se relacionam com o território, tema desenvolvido por autores clássicos e contemporâneos no debate mundial e brasileiro.","Considerando a construção do pensamento econômico e a consolidação da Geografia Econômica como sub-ramo da ciência geográfica, essa área de estudo se caracteriza, principalmente, por",,,,,,,explicar a formação dos preços de mercado a partir do equilíbrio entre oferta e demanda em escala nacional.,"investigar a distribuição espacial das atividades econômicas e suas relações com o território, os agentes e as redes de circulação.","analisar os recursos naturais de uma região, sem considerar a ação humana na organização produtiva.","estudar a economia doméstica em sua acepção etimológica original, limitando-se à administração da unidade familiar.",dedicar-se à contabilidade das empresas e ao cálculo da rentabilidade financeira dos investimentos.,B
827,Múltipla Escolha Simples,geometria espacial,Compreender,"Em uma atividade de modelagem espacial, uma equipe deseja representar um plano que contenha uma reta $r$ e um ponto $P$ fora de $r$. Durante a discussão, surgem diferentes propostas sobre como esse plano fica determinado e sobre a possibilidade de haver mais de um plano passando por esses elementos.","Com base nos postulados da Geometria Espacial, assinale a proposta que apresenta a justificativa correta para a determinação do plano que contém a reta $r$ e o ponto $P$ fora dela.",,,,,,,"Existem infinitos planos que contêm a reta $r$ e o ponto $P$, porque um ponto permite girar o plano em torno da reta.","Existe exatamente um plano que contém a reta $r$ e o ponto $P$ fora dela, pois uma reta e um ponto exterior determinam um plano.","Não existe plano contendo simultaneamente a reta $r$ e o ponto $P$, pois uma reta não pode pertencer a um plano determinado por um ponto exterior.","Existe exatamente um plano que contém a reta $r$ e qualquer ponto do espaço, porque três pontos não colineares sempre determinam um plano.","Existe exatamente um plano que contém dois pontos distintos de $r$ e o ponto $P$, mas esse plano não necessariamente contém toda a reta $r$.",B
840,Afirmação Incompleta,geometria espacial,Lembrar,"Na Geometria Espacial, os elementos primitivos — ponto, reta e plano — são tomados como noções básicas, aceitas sem definição formal, e servem de fundamento para a determinação de figuras e relações espaciais. A partir deles, formulam-se postulados que orientam toda a construção da teoria.","Em Geometria Espacial, uma proposição básica aceita sem demonstração, utilizada como fundamento para a dedução de outras propriedades, é chamada de...",,,,,,,hipótese,postulado,teorema,corolário,definição,B
844,Múltipla Escolha Simples,calculo diferencial e integral iii,Lembrar,"Em aplicações de engenharia, o cálculo de integrais triplas permite determinar grandezas como volume, massa, centro de massa e momentos de inércia de sólidos com densidade variável. Em um corpo sólido limitado por superfícies adequadas, essas grandezas podem ser expressas por integrais sobre a região espacial ocupada pelo objeto.","Se um sólido ocupa a região $E$ e possui densidade $\rho(x,y,z)$, assinale a alternativa que fornece corretamente a expressão para a massa desse sólido.",,,,,,,"m=\iiint_E \rho(x,y,z)\,dV.","m=\iiint_E \rho(x,y,z)^2\,dV.","m=\iiint_E z\,\rho(x,y,z)\,dV.","m=\iiint_E \rho(y,x,z)\,dV.","m=\iiint_E \rho(x,y,z)\,dA.",A
