question_id,discipline,question_type,taxonomy_level,base_text,stem,statement_i,statement_ii,statement_iii,statement_iv,assertion_i,assertion_ii,option_a,option_b,option_c,option_d,option_e,correct_option
576,CÁLCULO DIFERENCIAL E INTEGRAL II,Asserção-Razão,Aplicar,"Um engenheiro analisa a distribuição de temperatura em uma placa metálica fina, modelada por uma função T(x,y), em que (x,y) representa a posição na placa em metros. No ponto (x0,y0), ele conhece as derivadas parciais de primeira ordem T_x(x0,y0) e T_y(x0,y0) e precisa estimar a taxa de variação instantânea da temperatura ao longo de uma direção específica associada ao fluxo de ar de resfriamento, descrita por um vetor unitário u⃗ = (a,b). Além disso, ele deseja identificar a direção em que a temperatura cresce mais rapidamente e compreender em quais direções essa taxa de variação é nula, para definir a orientação mais eficiente dos dispositivos de resfriamento. Para isso, recorre ao conceito de derivada direcional e à interpretação geométrica do vetor gradiente, relacionando-os ao produto escalar entre vetores.","A respeito dessas asserções, assinale a alternativa correta.",,,,,"I. Para calcular a taxa de variação instantânea da temperatura no ponto (x0,y0) na direção do vetor unitário u⃗ = (a,b), o engenheiro pode efetuar o produto escalar entre o vetor gradiente (T_x(x0,y0), T_y(x0,y0)) e o vetor (a,b).","II. Para uma função T(x,y) diferenciável em (x0,y0), a derivada direcional de T na direção de qualquer vetor unitário u⃗ é dada pelo produto escalar entre o vetor gradiente de T em (x0,y0) e esse vetor unitário.","As asserções I e II são proposições verdadeiras, mas a II não justifica a I",As asserções I e II são proposições verdadeiras e a II justifica a I,"A asserção I é uma proposição verdadeira e a II, falsa","A asserção I é uma proposição falsa e a II, verdadeira",As asserções I e II são proposições falsas,B
582,Arte Contemporânea,Asserção-Razão,Analisar,"Em um laboratório de criação em artes visuais, um coletivo organiza eventos inspirados em experiências históricas de performances experimentais e ações associadas ao Movimento Fluxus e aos happenings. Em uma das propostas, o público é convidado a realizar gestos do cotidiano, como preparar alimentos, reorganizar objetos e produzir sons com utensílios domésticos, em uma situação aberta, sem roteiro fixo e sem resultado previamente definido. O grupo enfatiza o processo, a vivência compartilhada e a participação ativa dos presentes, registrando apenas fragmentos da experiência. Parte da crítica questiona o estatuto artístico dessas práticas, enquanto outros analistas destacam que elas tensionam as fronteiras entre vida diária e experiência estética, valorizando a imprevisibilidade, o acaso e a interatividade como dimensões centrais na construção do evento.","A respeito dessas asserções, assinale a alternativa correta.",,,,,"As práticas descritas no texto-base aproximam arte e vida ao utilizarem ações cotidianas como procedimento central, deslocando a atenção do produto final para a experiência compartilhada e a participação do público.","PORQUE, em propostas vinculadas à filosofia do Movimento Fluxus e aos happenings, a integração entre arte e vida se fortalece justamente quando o acontecimento se organiza de modo aberto, sem roteiro rígido, incorporando o acaso, o improviso e a coautoria dos participantes como elementos estruturantes do processo artístico.","As duas asserções são proposições verdadeiras, e a segunda é uma justificativa correta da primeira.","As duas asserções são proposições verdadeiras, mas a segunda não é uma justificativa correta da primeira.","A primeira asserção é uma proposição verdadeira, e a segunda é uma proposição falsa.","A primeira asserção é uma proposição falsa, e a segunda é uma proposição verdadeira.",As duas asserções são proposições falsas.,A
585,Morfossintaxe da Língua Inglesa,Afirmação Incompleta,Avaliar,"Em uma análise sintática do inglês, a organização interna das expressões pode envolver núcleos nominais e adjetivais, bem como advérbios que modificam verbos em diferentes circunstâncias de uso. Considere a relação entre forma, função e posição na frase.","Na frase em inglês ""She quickly finished the long assignment yesterday"", os elementos que exercem, respectivamente, a função de advérbio de modo, adjetivo e advérbio de tempo são ...",,,,,,,"quickly, long e yesterday.","She, finished e assignment.","quickly, assignment e long.","the, long e quickly.","yesterday, assignment e quickly.",A
588,Semântica,Afirmação Incompleta,Avaliar,"Na Semântica, a relação entre linguagem e mundo envolve a forma como signos, palavras e enunciados produzem significação. Em diferentes teorias, também se distingue o papel da intenção na interpretação do que é dito.","Considerando a significação verbal, pode-se afirmar que o sentido de um enunciado depende, fundamentalmente, de...",,,,,,,a combinação entre o valor convencional da forma linguística e o contexto em que ela é empregada.,"a intenção individual do falante, independentemente de qualquer convenção linguística compartilhada.","a referência direta a objetos do mundo, sem mediação de significados lexicalizados.","a soma dos significados das palavras, sem contribuição contextual para a interpretação.","a mera existência de signos, ainda que não haja relação estável entre expressão e conteúdo.",A
589,Educação de Jovens e Adultos,Múltipla Escolha Simples,Avaliar,"Em uma turma de Educação de Jovens e Adultos, a professora inicia o semestre com uma roda de conversa para conhecer a trajetória dos estudantes. Entre eles, há trabalhadores com jornadas variáveis, mães solo, pessoas que ficaram anos afastadas da escola e alunos com diferentes níveis de escolarização. Ao planejar as atividades, a docente percebe que uma proposta padronizada, com ritmo único, leitura longa e tarefas descontextualizadas, tem gerado evasão e silêncio em sala.","Considerando as características e necessidades específicas da EJA, qual proposta de intervenção pedagógica é mais adequada para enfrentar a situação descrita?",,,,,,,"Manter o mesmo planejamento aplicado ao ensino regular, pois a padronização garante igualdade de aprendizagem entre os estudantes.","Reduzir os conteúdos ao mínimo possível, priorizando apenas exercícios repetitivos de memorização para evitar dificuldades.","Organizar a prática pedagógica a partir dos saberes prévios dos estudantes, com flexibilidade de tempos, atividades contextualizadas e valorização de suas trajetórias.","Exigir frequência rígida e desempenho uniforme como condição para avançar, para que a turma se adapte rapidamente à rotina escolar.","Substituir o currículo por atividades livres sem objetivos de aprendizagem definidos, já que a diversidade da turma impede qualquer planejamento comum.",C
591,Educação de Jovens e Adultos,Afirmação Incompleta,Avaliar,"A Educação de Jovens e Adultos (EJA) acolhe um público heterogêneo, marcado por trajetórias escolares interrompidas, inserção precoce no trabalho, desigualdades sociais e diferentes objetivos ao retomar os estudos. Nesse contexto, considerar as características e necessidades dos estudantes é decisivo para planejar ações pedagógicas coerentes com sua realidade.","Na EJA, a ação pedagógica mais adequada é aquela que reconhece que o público atendido é heterogêneo e, por isso, deve",,,,,,,"articular conteúdos escolares às experiências de vida, aos ritmos de aprendizagem e às demandas concretas dos estudantes.","padronizar o ensino para toda a turma, garantindo que os mesmos conteúdos e tempos de aprendizagem sejam aplicados a todos.","priorizar exclusivamente a alfabetização inicial, pois as demais necessidades educacionais são secundárias nessa modalidade.","considerar que a maior parte dos estudantes da EJA aprende da mesma forma, independentemente de sua história escolar e social.","substituir a mediação docente por atividades autoinstrucionais, uma vez que os estudantes da EJA já dominam as bases do conhecimento escolar.",A
601,Arte Contemporânea,Afirmação Incompleta,Avaliar,"Na segunda metade do século XX, diversas vertentes artísticas deslocaram a ênfase da obra como objeto acabado para a ideia, o processo e a participação do público. Nesse contexto, a relação entre produção, recepção e sentido torna-se central para a compreensão da Arte Contemporânea.","Em muitas obras de Arte Conceitual, o aspecto decisivo passa a ser a __________, mesmo quando o resultado material é secundário ou provisório.",,,,,,,ideia ou proposição intelectual que estrutura a obra.,habilidade técnica tradicional que garante a beleza da composição.,representação fiel da natureza como finalidade principal.,reprodução manual impecável de modelos acadêmicos.,valorização exclusiva do objeto final como mercadoria estética.,A
602,Geometria Espacial,Múltipla Escolha Simples,Avaliar,"Em um projeto de cobertura metálica, uma equipe de engenharia modelou duas vigas retilíneas no espaço. A viga r pertence ao plano da estrutura frontal, e a viga s é uma aresta inclinada que não pertence a esse plano. Sabe-se que r e s não se interceptam, mas tampouco podem ser contidas em um mesmo plano. Para evitar erros de interpretação geométrica no projeto, a equipe precisa classificar corretamente essa relação entre as retas.","Com base na situação descrita, como devem ser classificadas as retas r e s?",,,,,,,"Paralelas, pois não possuem ponto em comum e podem ser tomadas como coplanares no projeto.","Concorrentes, pois duas retas que não se cruzam necessariamente formam um único ponto de encontro em uma projeção espacial.","Perpendiculares, pois a ausência de interseção indica a formação de ângulo de 90° entre elas.","Reversas, pois não se intersectam e não pertencem ao mesmo plano.","Coincidentes, pois, no espaço, toda dupla de retas sem interseção representa a mesma direção geométrica.",D
604,QUÍMICA ORGÂNICA,Afirmação Incompleta,Analisar,"Um laboratório de síntese orgânica avalia diferentes compostos contendo o grupo carbonila para selecionar um reagente adequado a uma reação que exige moderada reatividade eletrofílica. Na bancada, encontram-se frascos rotulados apenas com fórmulas condensadas: CH_3COOH, CH_3COCl, CH_3COOCH_3, (CH_3CO)_2O e CH_3CONH_2. O estagiário organiza os frascos anotando apenas o grupo imediatamente ligado ao carbono da carbonila: em um caso há um grupo hidróxi, em outro um cloreto, em outro um alkoxi, em outro dois fragmentos acila característicos de um anidrido de ácido carboxílico e, por fim, um grupo amida. O pesquisador deseja separar o ácido carboxílico original dos compostos que dele derivam, distinguindo claramente a função ácido da série de derivados, para então prever tendências de estabilidade e reatividade na etapa seguinte do experimento.","Para separar o ácido carboxílico original dos compostos que dele derivam, o estagiário deve agrupar como derivados de ácido carboxílico apenas os frascos que contêm",,,,,,,"um composto com grupo cloreto, um com grupo alkoxi, um com dois fragmentos acila e um com grupo amida ligados ao carbono da carbonila.","um composto com grupo cloreto, um com grupo alkoxi e um com grupo amida ligados ao carbono da carbonila.","um composto com grupo cloreto, um com grupo hidróxi, um com grupo alkoxi e um com grupo amida ligados ao carbono da carbonila.","um composto com grupo cloreto, um com grupo alkoxi e um com dois fragmentos acila ligados ao carbono da carbonila.","um composto com grupo hidróxi, um com grupo alkoxi, um com dois fragmentos acila e um com grupo amida ligados ao carbono da carbonila.",A
615,Geografia Econômica,Múltipla Escolha Simples,Avaliar,"Uma professora de Geografia Econômica apresenta aos estudantes dois textos de referência. No primeiro, a economia é definida a partir de sua etimologia grega, como administração dos recursos da casa (oikos + nomos), voltada ao estudo da produção, distribuição e consumo de bens e serviços. No segundo, a Geografia Econômica é tratada como um campo que investiga como essas atividades se organizam no espaço e como diferentes territórios condicionam e são condicionados pelos processos econômicos. Em seguida, ela destaca que, na consolidação desse sub-ramo, autores como Alfred Weber e August Lösch contribuíram para a localização industrial e a organização espacial da atividade econômica, enquanto, no Brasil, Milton Santos é referência central para a compreensão crítica do espaço e dos circuitos da economia.","Considerando o texto-base e a construção histórica da Geografia Econômica, qual interpretação é mais adequada sobre a relação entre Economia e Geografia Econômica?",,,,,,,"A Economia estuda prioritariamente a gestão doméstica dos recursos, enquanto a Geografia Econômica se limita a descrever paisagens naturais onde ocorrem trocas comerciais.","A Geografia Econômica constitui um campo derivado da Economia, sem objeto próprio, voltado apenas a aplicar teorias de mercado em mapas temáticos.","A Economia analisa os fenômenos de produção, distribuição e consumo, enquanto a Geografia Econômica examina a espacialização desses fenômenos e sua relação com território, lugar e redes, tendo em autores como Weber, Lösch e Milton Santos marcos importantes.",A Geografia Econômica surgiu exclusivamente com a globalização contemporânea e substituiu a Economia Política ao tratar apenas da circulação financeira internacional.,A Geografia Econômica é um ramo da Geografia Física que explica a localização das atividades produtivas pela ação exclusiva do clima e do relevo.,C
620,Cálculo Diferencial e Integral III,Afirmação Incompleta,Avaliar,"Em problemas de otimização envolvendo superfícies em engenharia, o vetor gradiente indica a direção de maior crescimento de uma função de várias variáveis. Já a reta tangente a uma curva de nível, no ponto considerado, está associada a uma direção perpendicular ao gradiente, enquanto o plano tangente aproxima localmente uma superfície em um ponto dado.","Assim, para determinar a direção de maior decréscimo de uma função $f(x,y)$ em um ponto, deve-se utilizar",,,,,,,"o vetor oposto ao gradiente, $-\nabla f(x,y)$, no ponto considerado.","o próprio gradiente, $\nabla f(x,y)$, pois ele aponta para a diminuição mais rápida da função.","o produto escalar do gradiente com um vetor unitário qualquer, que fornece a direção de maior variação.","a equação do plano tangente, porque ela sempre coincide com a direção de máximo crescimento.","o vetor perpendicular ao gradiente, pois qualquer direção ortogonal produz o maior decréscimo.",A
623,Geografia Econômica,Afirmação Incompleta,Avaliar,"“A história econômica é, em grande medida, a história das formas de organizar a produção e a circulação da riqueza no espaço.” Essa ideia, embora geral, ajuda a situar o campo da Geografia Econômica.","A Geografia Econômica, como sub-ramo da Geografia, dedica-se principalmente ao estudo da organização espacial das atividades econômicas, investigando a relação entre sociedade, produção e circulação de bens em diferentes escalas, o que implica analisar ...",,,,,,,a distribuição territorial das atividades econômicas e as interações entre economia e espaço geográfico.,a formação geomorfológica dos continentes e sua influência exclusiva sobre o clima.,os fenômenos astronômicos responsáveis pela variação sazonal da bolsa de valores.,a estrutura gramatical das línguas indígenas e sua relação com o comércio internacional.,a substituição completa da economia por sistemas de teletransporte interplanetário.,A
628,Educação de Jovens e Adultos,Asserção-Razão,Avaliar,"Uma rede municipal de ensino discute a reconfiguração da Educação de Jovens e Adultos (EJA) em seu novo plano plurianual. Parte da equipe propõe centrar os esforços em campanhas de alfabetização rápida, com turmas de curta duração e foco quase exclusivo na aprendizagem inicial da leitura e da escrita, sob o argumento de que isso permitiria reduzir rapidamente os índices de analfabetismo. Outra parte da equipe destaca que, historicamente, campanhas dessa natureza, marcadas por forte visibilidade política e baixa articulação com a escolarização básica, com a educação profissional e com políticas de proteção social, produziram resultados pontuais, mas não alteraram de forma consistente o quadro de exclusão escolar. Nesse contexto, esse grupo defende a organização da EJA como política pública integrada, articulada ao sistema regular de ensino e a outras ações intersetoriais.","A respeito dessas asserções, assinale a alternativa correta.",,,,,"Ao priorizar campanhas de alfabetização de curta duração como principal estratégia da rede, a gestão tende a reproduzir limites recorrentes das iniciativas de combate ao analfabetismo, restringindo-se a respostas pontuais e pouco articuladas às demais políticas educacionais.","PORQUE, ao longo da trajetória da EJA no Brasil, grande parte das campanhas de alfabetização foi concebida e executada como ação emergencial e descontinuada, com baixa integração à escolarização básica e às políticas sociais, o que limitou seu impacto estrutural sobre o analfabetismo.","As duas asserções são proposições verdadeiras, e a segunda é uma justificativa correta da primeira.","As duas asserções são proposições verdadeiras, mas a segunda não é uma justificativa correta da primeira.","A primeira asserção é uma proposição verdadeira, e a segunda é uma proposição falsa.","A primeira asserção é uma proposição falsa, e a segunda é uma proposição verdadeira.",As duas asserções são proposições falsas.,A
643,Cálculo diferencial e integral III,Asserção-Razão,Aplicar,"Um engenheiro analisa o fluxo de calor em um sólido cuja base é circular de raio R e cujo eixo coincide com o eixo z, de modo que a região ocupada pode ser descrita como um cilindro reto. Para estudar a distribuição de temperatura, ele precisa calcular uma integral tripla de uma função escalar f(x, y, z) sobre o interior desse sólido. Sabe-se, pelo modelo físico adotado, que f depende apenas da distância de cada ponto ao eixo z e da coordenada vertical, mas o engenheiro ainda não definiu explicitamente como reescreverá a integral em um novo sistema de coordenadas. No relatório técnico, consta que, ao escolher um sistema de coordenadas adequado, é necessário ajustar o elemento de volume usando o determinante Jacobiano da transformação, a fim de preservar o valor da integral ao mudar de coordenadas cartesianas para coordenadas cilíndricas.","A respeito dessas asserções, assinale a alternativa correta.",,,,,"I. Ao reescrever a integral tripla da função f sobre o cilindro reto descrito, em um sistema de coordenadas (r, θ, z) em que r representa a distância ao eixo z e θ é o ângulo em torno desse eixo, o engenheiro deve substituir o elemento de volume cartesianas dx dy dz por r dr dθ dz, de modo que o fator r seja incorporado à integral juntamente com a função f.","II. PORQUE, ao passar de coordenadas cartesianas (x, y, z) para coordenadas cilíndricas (r, θ, z), definidas por x = r cos θ, y = r sin θ e z inalterado, o determinante Jacobiano da transformação é igual a r, o que implica que o elemento de volume deve ser ajustado pela multiplicação por esse fator.","As duas asserções são proposições verdadeiras, e a segunda é uma justificativa correta da primeira.","As duas asserções são proposições verdadeiras, mas a segunda não é uma justificativa correta da primeira.","A primeira asserção é uma proposição verdadeira, e a segunda é uma proposição falsa.","A primeira asserção é uma proposição falsa, e a segunda é uma proposição verdadeira.",As duas asserções são proposições falsas.,A
645,FISIOTERAPIA DERMATOFUNCIONAL,Múltipla Escolha Simples,Avaliar,"Um fisioterapeuta dermatofuncional inicia o acompanhamento ambulatorial de uma mulher adulta, vítima de queimadura térmica profunda em tronco e membros superiores, há 7 meses. Na anamnese, ela relata internação prolongada em UTI, enxertias cutâneas, episódios de infecção controlados, dor constante em faixa e sensação intensa de prurido. O exame físico mostra placas de pele espessadas, elevadas, de coloração avermelhada e brilhante, aderidas a planos profundos, com retrações em axilas e flancos e limitação funcional para abdução de ombros e extensão de tronco. A paciente refere desconforto respiratório aos esforços. Diante desse quadro, o profissional precisa estruturar a avaliação de modo a orientar o planejamento terapêutico, priorizando recursos compressivos e outras medidas para controle da cicatrização e prevenção de deformidades funcionais e estéticas ao longo do seguimento.","Considerando a situação apresentada e o foco na avaliação do paciente queimado, identifique a alternativa que apresenta uma conduta avaliativa que o fisioterapeuta deve priorizar para sustentar de forma consistente a indicação de terapia compressiva e outras intervenções para controle da cicatrização e das retrações.",,,,,,,"Registrar de forma sistemática medidas seriadas de espessura, altura e extensão das áreas cicatriciais, associadas à análise da coloração e aderência, utilizando escalas padronizadas e documentação fotográfica para acompanhar a evolução da cicatriz hipertrófica.","Concentrar a avaliação na mensuração da força muscular global e na aplicação de testes funcionais de resistência, registrando de maneira descritiva as características das cicatrizes, sem padronização de instrumentos ou de periodicidade.","Organizar a avaliação com ênfase em testes de sensibilidade superficial e profunda em toda a área queimada, adiando a mensuração detalhada das cicatrizes para momento posterior ao início da terapia compressiva.","Basear a avaliação principalmente no relato de dor e prurido durante as atividades de vida diária, definindo a indicação de terapia compressiva a partir da percepção subjetiva da paciente, sem necessidade de medidas objetivas seriadas.","Focalizar a avaliação na análise postural global em ortostatismo e deambulação, inferindo o grau de retração cicatricial por meio da observação do alinhamento corporal e da simetria dos segmentos acometidos, sem medições específicas das cicatrizes.",A
649,Semântica,Afirmação Incompleta,Avaliar,"Em semântica, a relação entre sinais, palavras e demais formas de expressão envolve diferentes níveis de análise. Em muitos casos, distinguir significação, significado e sentido é essencial para compreender como um signo produz efeitos de interpretação em contextos variados.","À luz dessa discussão, é mais adequado afirmar que a significação, em seu uso geral, refere-se ao fato de algo...",,,,,,,"significar, enquanto significado e sentido designam significações pontuais de um signo, de uma sentença ou de um ato.","ser sempre uma propriedade exclusiva de palavras isoladas, independentemente de qualquer contexto de uso.","corresponder apenas à intenção psicológica do falante, sem relação com signos ou interpretações.","ocorrer somente em enunciados literais e nunca em gestos, sinais ou músicas.","ser um fenômeno físico mensurável por instrumentos, como temperatura e pressão atmosférica.",A
650,ARTE CONTEMPORÂNEA,Afirmação Incompleta,Aplicar,"Um coletivo de artistas planeja uma exposição que discute a presença da fotografia na pintura contemporânea. O grupo pretende reagir à hegemonia de tendências gestuais e minimalistas, enfatizando cenas urbanas, vitrines, superfícies metálicas e veículos, com destaque para reflexos, transparências e brilhos. Para isso, decide partir de registros fotográficos detalhados, tratando profundidade de campo, foco e enquadramento como etapas decisivas do processo criativo. Na etapa de planejamento, o curador ressalta que não basta ampliar mecanicamente uma fotografia: é necessário estruturar um procedimento que integre o pensamento fotográfico à lógica da pintura, evidenciando tanto o caráter mediado do olhar quanto a complexidade da superfície pictórica. Nesse contexto, a maneira como o grupo seleciona, combina e traduz as imagens fotográficas em pintura será crucial para a coerência conceitual e visual da mostra.","Na situação descrita, para reforçar a coerência entre o processo fotográfico e a pintura exposta, o coletivo deve",,,,,,,"organizar a produção de modo que cada pintura seja planejada a partir de vários registros fotográficos de um mesmo motivo, selecionando e combinando enquadramentos, focos e efeitos de luz para construir uma imagem final com alto grau de detalhamento visual.","substituir o uso de registros fotográficos por esboços rápidos feitos diretamente no espaço urbano, priorizando a espontaneidade do gesto e reduzindo a participação de dispositivos mecânicos no processo.","reduzir os registros fotográficos a simples referências de cor geral, priorizando grandes campos cromáticos e eliminando pequenos detalhes como reflexos, transparências e texturas específicas.","centralizar o processo na manipulação digital das fotografias, imprimindo-as em grande formato para intervenção mínima com tinta, aproximando o resultado do efeito de uma ampliação fotográfica comum.","padronizar a produção para que cada pintura reproduza um registro fotográfico em proporção exata, restringindo alterações de enquadramento, foco ou intensidade de luz em relação à imagem inicial.",A
651,ARTE CONTEMPORÂNEA,Múltipla Escolha Simples,Analisar,"Um artista contemporâneo prepara uma exposição em que pretende reativar debates sobre a atitude antiarte e o uso de objetos industrializados no contexto atual. Em vez de produzir novas esculturas, ele visita depósitos de materiais de construção e lojas de limpeza urbana, recolhendo itens em série, como cones de trânsito, placas padronizadas e carrinhos de supermercado. No ateliê, decide intervir o mínimo nesses objetos: limita-se a escolhê-los, reorganizá-los no espaço expositivo e atribuir um título que enfatiza a circulação impessoal das mercadorias na cidade. O artista afirma que a ação decisiva de seu processo não está em alterar fisicamente os itens, mas em deslocá-los de função e de contexto, transferindo-os do uso cotidiano para o ambiente de arte, a fim de tensionar expectativas sobre autoria, beleza e criação artística.","Considerando a situação descrita e diferentes possibilidades de atuação artística com objetos industrializados, analise as alternativas a seguir e identifique aquela que articula, de modo mais consistente, a atitude antiarte baseada no deslocamento de função e de contexto desses objetos.",,,,,,,"Selecionar objetos industrializados encontrados na cidade e reorganizá-los no espaço expositivo, enfatizando o deslocamento de função como gesto central de sua criação.","Reproduzir em bronze os objetos industriais coletados, alterando suas dimensões e detalhes, para destacar sua habilidade técnica na escultura.","Desenhar em tela, com alto grau de detalhamento, cenas em que os objetos industriais aparecem no cotidiano urbano, preservando sua função original.","Reformar os objetos industriais coletados com pintura manual elaborada, cobrindo marcas de produção em série e aproximando-os de peças artesanais.","Integrar fragmentos de objetos industriais a moldes de gesso feitos sob medida, criando figuras narrativas que descrevem histórias pessoais do artista.",A
653,Cálculo Diferencial e Integral III,Múltipla Escolha Simples,Criar,"Considere o sólido $S$ delimitado pelo cilindro $x^2+y^2=4$, pelo plano $z=0$ e pelo paraboloide $z=4-x^2-y^2$. Deseja-se calcular o volume de $S$ por meio de uma integral tripla em coordenadas cilíndricas, com $x=r\cos\theta$, $y=r\sin\theta$ e $dV=r\,dz\,dr\,d\theta$.",Qual das integrais abaixo representa corretamente o volume do sólido $S$?,,,,,,,"$\int_0^{2\pi}\int_0^2\int_0^{4-r^2} r\,dz\,dr\,d\theta$","$\int_0^{2\pi}\int_0^4\int_0^{2-r^2} r\,dz\,dr\,d\theta$","$\int_0^{\pi}\int_0^2\int_0^{4-r^2} r\,dz\,dr\,d\theta$","$\int_0^{2\pi}\int_0^2\int_0^{4-r} r\,dz\,dr\,d\theta$","$\int_0^{2\pi}\int_0^2\int_{4-r^2}^{0} r\,dz\,dr\,d\theta$",A
657,Cálculo Diferencial e Integral III,Afirmação Incompleta,Avaliar,"Ao modelar fenômenos dinâmicos, é comum distinguir equações diferenciais ordinárias (EDOs) pela ordem da maior derivada presente e também pela forma como as incógnitas e suas derivadas aparecem na equação. Essa classificação é fundamental para escolher uma estratégia de resolução adequada.","Considere a equação diferencial $x\,\frac{dy}{dx}+y=\sin x$. Ela é uma EDO de primeira ordem e, quanto à linearidade, classifica-se como...",,,,,,,"linear, pois pode ser escrita na forma $\frac{dy}{dx}+P(x)y=Q(x)$.","não linear, porque o coeficiente de $\frac{dy}{dx}$ depende de $x$.","linear, apenas se for reescrita como $y\,\frac{dy}{dx}+\sin x=0$.","não linear, pois envolve uma função trigonométrica no termo independente.","linear, porque toda EDO de primeira ordem é necessariamente linear.",A
663,METODOLOGIAS DO ENSINO DE LÍNGUAS ESTRANGEIRAS,Múltipla Escolha Complexa,Avaliar,"Uma professora brasileira de Português Língua Estrangeira recebe duas novas turmas em um curso de idiomas. A primeira é composta majoritariamente por falantes de espanhol, que relatam entender boa parte das conversas informais entre brasileiros, mas afirmam cometer erros frequentes ao escrever e ao usar expressões coloquiais. A segunda turma reúne falantes de inglês, que declaram maior dificuldade em compreender interações cotidianas, mas demonstram curiosidade em comparar costumes do Brasil com os de seus países. A coordenação do curso orienta a professora a planejar intervenções didáticas específicas para cada grupo, levando em conta não apenas as semelhanças e diferenças estruturais entre as línguas, mas também os modos de vida, valores e referências culturais associados ao uso do português em situações reais de interação social.

Com base nessa situação, julgue as propostas de atuação docente a seguir.","Considerando o contexto apresentado, é correto APENAS o que se afirma em:","Organizar, para a turma de falantes de espanhol, atividades em que eles comparem diálogos autênticos em português e em espanhol, identifiquem falsos cognatos e discutam usos de expressões idiomáticas em situações culturais específicas, antes de sistematizar aspectos gramaticais aproximados.","Priorizar, na turma de falantes de inglês, exercícios de repetição de estruturas gramaticais básicas do português, evitando textos que tratem de costumes brasileiros, para que os alunos não se distraiam com diferenças culturais e foquem exclusivamente na forma linguística.","Planejar, para ambas as turmas, projetos em que os estudantes analisem materiais como memes, propagandas e postagens de redes sociais em português, problematizando referências culturais implícitas e confrontando-as com práticas e valores de suas próprias comunidades.","Adotar, para a turma de falantes de espanhol, uma abordagem que explore principalmente a semelhança lexical entre as línguas, incentivando a inferência de significados sem discussão sistemática de gírias, pragmática ou contextos socioculturais de uso.",,,I e III estão corretas,II e IV estão corretas,"I, II e IV estão corretas","I, II e III estão corretas","I, II, III e IV estão corretas",A
666,Geometria Espacial,Afirmação Incompleta,Avaliar,"Em uma aula de Geometria Espacial, um professor apresenta um ponto $P$ fora de um plano $\pi$ e pede aos estudantes que analisem a menor distância entre o ponto e o plano, bem como a construção geométrica associada a essa medida.","Nessa situação, a distância de $P$ ao plano $\pi$ é dada pelo segmento que liga $P$ a seu ...",,,,,,,"projetado ortogonalmente sobre $\pi$, sendo esse segmento perpendicular ao plano.","projetado obliquamente sobre $\pi$, sendo esse segmento paralelo ao plano.","centro geométrico sobre $\pi$, sendo esse segmento paralelo a uma reta do plano.","ponto médio de qualquer segmento contido em $\pi$, sendo esse segmento oblíquo ao plano.","traçado arbitrariamente até $\pi$, sendo esse segmento sempre paralelo ao plano.",A
669,ARTE CONTEMPORÂNEA,Múltipla Escolha Simples,Avaliar,"Uma curadora de um centro de arte contemporânea planeja uma exposição sobre a emergência da videoarte em diálogo com novas plataformas e mídias. Ela deseja evidenciar como o uso de câmeras portáteis, a circulação de imagens televisivas e a exibição em múltiplos dispositivos transformaram o vídeo em linguagem experimental, distinta do cinema narrativo. Entre as propostas recebidas, destacam-se: vídeos em looping apresentados em monitores distribuídos pelo espaço expositivo, convidando o público a circular; manipulações ao vivo de imagens provenientes de transmissões televisivas, enfatizando a dimensão performática; e um vídeo com roteiro, atores, diálogos e enredo causal, próximo ao cinema comercial. Ao organizar a mostra, a curadora precisa tomar decisões espaciais e conceituais que tornem claro o papel das experiências experimentais na consolidação da videoarte.","Considerando o objetivo curatorial descrito, identifique a alternativa que apresenta uma decisão de montagem mais alinhada à intenção de evidenciar o papel das novas plataformas e do diálogo das mídias na consolidação da videoarte.",,,,,,,"Organizar a exposição de modo que os monitores em looping e as manipulações ao vivo de imagens televisivas ocupem áreas centrais do espaço, enfatizando o uso experimental do vídeo, e reservar ao vídeo com roteiro tradicional uma sala menor, destacando seu diálogo crítico com o cinema.","Conceder maior metragem e visibilidade ao vídeo com roteiro, atores e diálogos, posicionando os demais trabalhos em espaços laterais, para aproximar a mostra da experiência cinematográfica habitual do público visitante.","Distribuir equitativamente os trabalhos em salas de tamanho semelhante, reduzindo a ênfase em hierarquias espaciais entre as propostas, para que o visitante construa de forma autônoma a compreensão das diferenças entre vídeo experimental e vídeo narrativo.","Criar um percurso que conduza o visitante dos registros televisivos manipulados para o vídeo com roteiro tradicional, encerrando a exposição com este último como síntese das possibilidades narrativas do meio audiovisual.","Reunir os vídeos em um auditório escurecido, projetando-os em sequência contínua, sem separação entre trabalhos experimentais e narrativos, para ressaltar a unidade da experiência audiovisual independente da forma de exploração do meio.",A
