question_id,question_type,discipline,taxonomy_level,base_text,stem,statement_i,statement_ii,statement_iii,statement_iv,assertion_i,assertion_ii,option_a,option_b,option_c,option_d,option_e,correct_option,o_que_melhorar,n_melhorias,n_fe,n_ap,n_apl
568,Afirmação Incompleta,semantica,Avaliar,"Em uma aula de Linguística, uma professora apresenta dois enunciados: (I) ""O cão mordeu o carteiro"" e (II) ""O carteiro foi mordido pelo cão"". Em seguida, afirma que, embora as frases apresentem estruturas sintáticas distintas, o que interessa à Semântica, nesse caso, é comparar o conteúdo de significado que elas veiculam, bem como distinguir entre o valor estável do enunciado e os efeitos interpretativos produzidos em contexto.","À luz da definição de Semântica e da distinção entre significado e sentido, a interpretação mais adequada é que a Semântica",,,,,,,"estuda prioritariamente as regras de ordenação dos constituintes, pois o significado de uma frase depende exclusivamente da posição das palavras na estrutura sintática.","investiga o significado na linguagem, tomando palavras, frases e textos como objeto de análise, e considera que o sentido pode variar conforme o contexto de uso.","ocupa-se apenas da etimologia das palavras, já que a evolução histórica dos vocábulos determina integralmente o sentido de qualquer enunciado.","limita-se à relação entre som e grafia, porque a significação linguística resulta unicamente da forma material das unidades linguísticas.","analisa somente a intenção psicológica do falante, pois o significado é um dado subjetivo e independe das relações sistemáticas da língua.",B,[FE] suavizar termos absolutos nos distratores | [FE] tornar o texto-base necessário ou removê-lo,2,2,0,0
589,Múltipla Escolha Simples,educacao de jovens e adultos,Avaliar,"Em uma turma de Educação de Jovens e Adultos, a professora inicia o semestre com uma roda de conversa para conhecer a trajetória dos estudantes. Entre eles, há trabalhadores com jornadas variáveis, mães solo, pessoas que ficaram anos afastadas da escola e alunos com diferentes níveis de escolarização. Ao planejar as atividades, a docente percebe que uma proposta padronizada, com ritmo único, leitura longa e tarefas descontextualizadas, tem gerado evasão e silêncio em sala.","Considerando as características e necessidades específicas da EJA, qual proposta de intervenção pedagógica é mais adequada para enfrentar a situação descrita?",,,,,,,"Manter o mesmo planejamento aplicado ao ensino regular, pois a padronização garante igualdade de aprendizagem entre os estudantes.","Reduzir os conteúdos ao mínimo possível, priorizando apenas exercícios repetitivos de memorização para evitar dificuldades.","Organizar a prática pedagógica a partir dos saberes prévios dos estudantes, com flexibilidade de tempos, atividades contextualizadas e valorização de suas trajetórias.","Exigir frequência rígida e desempenho uniforme como condição para avançar, para que a turma se adapte rapidamente à rotina escolar.","Substituir o currículo por atividades livres sem objetivos de aprendizagem definidos, já que a diversidade da turma impede qualquer planejamento comum.",C,[FE] eliminar pista: palavra do enunciado só no gabarito | [FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo,3,3,0,0
591,Afirmação Incompleta,educacao de jovens e adultos,Avaliar,"A Educação de Jovens e Adultos (EJA) acolhe um público heterogêneo, marcado por trajetórias escolares interrompidas, inserção precoce no trabalho, desigualdades sociais e diferentes objetivos ao retomar os estudos. Nesse contexto, considerar as características e necessidades dos estudantes é decisivo para planejar ações pedagógicas coerentes com sua realidade.","Na EJA, a ação pedagógica mais adequada é aquela que reconhece que o público atendido é heterogêneo e, por isso, deve",,,,,,,"articular conteúdos escolares às experiências de vida, aos ritmos de aprendizagem e às demandas concretas dos estudantes.","padronizar o ensino para toda a turma, garantindo que os mesmos conteúdos e tempos de aprendizagem sejam aplicados a todos.","priorizar exclusivamente a alfabetização inicial, pois as demais necessidades educacionais são secundárias nessa modalidade.","considerar que a maior parte dos estudantes da EJA aprende da mesma forma, independentemente de sua história escolar e social.","substituir a mediação docente por atividades autoinstrucionais, uma vez que os estudantes da EJA já dominam as bases do conhecimento escolar.",A,[FE] suavizar termos absolutos nos distratores | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
601,Afirmação Incompleta,arte contemporanea,Avaliar,"Na segunda metade do século XX, diversas vertentes artísticas deslocaram a ênfase da obra como objeto acabado para a ideia, o processo e a participação do público. Nesse contexto, a relação entre produção, recepção e sentido torna-se central para a compreensão da Arte Contemporânea.","Em muitas obras de Arte Conceitual, o aspecto decisivo passa a ser a __________, mesmo quando o resultado material é secundário ou provisório.",,,,,,,ideia ou proposição intelectual que estrutura a obra.,habilidade técnica tradicional que garante a beleza da composição.,representação fiel da natureza como finalidade principal.,reprodução manual impecável de modelos acadêmicos.,valorização exclusiva do objeto final como mercadoria estética.,A,[FE] remover lacuna (__) do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
615,Múltipla Escolha Simples,geografia economica,Avaliar,"Uma professora de Geografia Econômica apresenta aos estudantes dois textos de referência. No primeiro, a economia é definida a partir de sua etimologia grega, como administração dos recursos da casa (oikos + nomos), voltada ao estudo da produção, distribuição e consumo de bens e serviços. No segundo, a Geografia Econômica é tratada como um campo que investiga como essas atividades se organizam no espaço e como diferentes territórios condicionam e são condicionados pelos processos econômicos. Em seguida, ela destaca que, na consolidação desse sub-ramo, autores como Alfred Weber e August Lösch contribuíram para a localização industrial e a organização espacial da atividade econômica, enquanto, no Brasil, Milton Santos é referência central para a compreensão crítica do espaço e dos circuitos da economia.","Considerando o texto-base e a construção histórica da Geografia Econômica, qual interpretação é mais adequada sobre a relação entre Economia e Geografia Econômica?",,,,,,,"A Economia estuda prioritariamente a gestão doméstica dos recursos, enquanto a Geografia Econômica se limita a descrever paisagens naturais onde ocorrem trocas comerciais.","A Geografia Econômica constitui um campo derivado da Economia, sem objeto próprio, voltado apenas a aplicar teorias de mercado em mapas temáticos.","A Economia analisa os fenômenos de produção, distribuição e consumo, enquanto a Geografia Econômica examina a espacialização desses fenômenos e sua relação com território, lugar e redes, tendo em autores como Weber, Lösch e Milton Santos marcos importantes.",A Geografia Econômica surgiu exclusivamente com a globalização contemporânea e substituiu a Economia Política ao tratar apenas da circulação financeira internacional.,A Geografia Econômica é um ramo da Geografia Física que explica a localização das atividades produtivas pela ação exclusiva do clima e do relevo.,C,[FE] encurtar o gabarito (mais longo que os distratores) | [FE] suavizar termos absolutos nos distratores | [FE] eliminar pista: palavra do enunciado só no gabarito | [FE] explicitar o comando do enunciado,4,4,0,0
620,Afirmação Incompleta,calculo diferencial e integral iii,Avaliar,"Em problemas de otimização envolvendo superfícies em engenharia, o vetor gradiente indica a direção de maior crescimento de uma função de várias variáveis. Já a reta tangente a uma curva de nível, no ponto considerado, está associada a uma direção perpendicular ao gradiente, enquanto o plano tangente aproxima localmente uma superfície em um ponto dado.","Assim, para determinar a direção de maior decréscimo de uma função $f(x,y)$ em um ponto, deve-se utilizar",,,,,,,"o vetor oposto ao gradiente, $-\nabla f(x,y)$, no ponto considerado.","o próprio gradiente, $\nabla f(x,y)$, pois ele aponta para a diminuição mais rápida da função.","o produto escalar do gradiente com um vetor unitário qualquer, que fornece a direção de maior variação.","a equação do plano tangente, porque ela sempre coincide com a direção de máximo crescimento.","o vetor perpendicular ao gradiente, pois qualquer direção ortogonal produz o maior decréscimo.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
623,Afirmação Incompleta,geografia economica,Avaliar,"“A história econômica é, em grande medida, a história das formas de organizar a produção e a circulação da riqueza no espaço.” Essa ideia, embora geral, ajuda a situar o campo da Geografia Econômica.","A Geografia Econômica, como sub-ramo da Geografia, dedica-se principalmente ao estudo da organização espacial das atividades econômicas, investigando a relação entre sociedade, produção e circulação de bens em diferentes escalas, o que implica analisar ...",,,,,,,a distribuição territorial das atividades econômicas e as interações entre economia e espaço geográfico.,a formação geomorfológica dos continentes e sua influência exclusiva sobre o clima.,os fenômenos astronômicos responsáveis pela variação sazonal da bolsa de valores.,a estrutura gramatical das línguas indígenas e sua relação com o comércio internacional.,a substituição completa da economia por sistemas de teletransporte interplanetário.,A,[FE] eliminar pista: palavra do enunciado só no gabarito | [FE] tornar o texto-base necessário ou removê-lo | [FE] conectar as alternativas ao conteúdo do item | [APL] reposicionar o gabarito (viés de letra no conjunto),4,3,0,1
645,Múltipla Escolha Simples,fisioterapia dermatofuncional,Avaliar,"Um fisioterapeuta dermatofuncional inicia o acompanhamento ambulatorial de uma mulher adulta, vítima de queimadura térmica profunda em tronco e membros superiores, há 7 meses. Na anamnese, ela relata internação prolongada em UTI, enxertias cutâneas, episódios de infecção controlados, dor constante em faixa e sensação intensa de prurido. O exame físico mostra placas de pele espessadas, elevadas, de coloração avermelhada e brilhante, aderidas a planos profundos, com retrações em axilas e flancos e limitação funcional para abdução de ombros e extensão de tronco. A paciente refere desconforto respiratório aos esforços. Diante desse quadro, o profissional precisa estruturar a avaliação de modo a orientar o planejamento terapêutico, priorizando recursos compressivos e outras medidas para controle da cicatrização e prevenção de deformidades funcionais e estéticas ao longo do seguimento.","Considerando a situação apresentada e o foco na avaliação do paciente queimado, identifique a alternativa que apresenta uma conduta avaliativa que o fisioterapeuta deve priorizar para sustentar de forma consistente a indicação de terapia compressiva e outras intervenções para controle da cicatrização e das retrações.",,,,,,,"Registrar de forma sistemática medidas seriadas de espessura, altura e extensão das áreas cicatriciais, associadas à análise da coloração e aderência, utilizando escalas padronizadas e documentação fotográfica para acompanhar a evolução da cicatriz hipertrófica.","Concentrar a avaliação na mensuração da força muscular global e na aplicação de testes funcionais de resistência, registrando de maneira descritiva as características das cicatrizes, sem padronização de instrumentos ou de periodicidade.","Organizar a avaliação com ênfase em testes de sensibilidade superficial e profunda em toda a área queimada, adiando a mensuração detalhada das cicatrizes para momento posterior ao início da terapia compressiva.","Basear a avaliação principalmente no relato de dor e prurido durante as atividades de vida diária, definindo a indicação de terapia compressiva a partir da percepção subjetiva da paciente, sem necessidade de medidas objetivas seriadas.","Focalizar a avaliação na análise postural global em ortostatismo e deambulação, inferindo o grau de retração cicatricial por meio da observação do alinhamento corporal e da simetria dos segmentos acometidos, sem medições específicas das cicatrizes.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [FE] tornar o texto-base necessário ou removê-lo | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),4,2,1,1
651,Múltipla Escolha Simples,arte contemporanea,Analisar,"Um artista contemporâneo prepara uma exposição em que pretende reativar debates sobre a atitude antiarte e o uso de objetos industrializados no contexto atual. Em vez de produzir novas esculturas, ele visita depósitos de materiais de construção e lojas de limpeza urbana, recolhendo itens em série, como cones de trânsito, placas padronizadas e carrinhos de supermercado. No ateliê, decide intervir o mínimo nesses objetos: limita-se a escolhê-los, reorganizá-los no espaço expositivo e atribuir um título que enfatiza a circulação impessoal das mercadorias na cidade. O artista afirma que a ação decisiva de seu processo não está em alterar fisicamente os itens, mas em deslocá-los de função e de contexto, transferindo-os do uso cotidiano para o ambiente de arte, a fim de tensionar expectativas sobre autoria, beleza e criação artística.","Considerando a situação descrita e diferentes possibilidades de atuação artística com objetos industrializados, analise as alternativas a seguir e identifique aquela que articula, de modo mais consistente, a atitude antiarte baseada no deslocamento de função e de contexto desses objetos.",,,,,,,"Selecionar objetos industrializados encontrados na cidade e reorganizá-los no espaço expositivo, enfatizando o deslocamento de função como gesto central de sua criação.","Reproduzir em bronze os objetos industriais coletados, alterando suas dimensões e detalhes, para destacar sua habilidade técnica na escultura.","Desenhar em tela, com alto grau de detalhamento, cenas em que os objetos industriais aparecem no cotidiano urbano, preservando sua função original.","Reformar os objetos industriais coletados com pintura manual elaborada, cobrindo marcas de produção em série e aproximando-os de peças artesanais.","Integrar fragmentos de objetos industriais a moldes de gesso feitos sob medida, criando figuras narrativas que descrevem histórias pessoais do artista.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [FE] tornar o texto-base necessário ou removê-lo | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Analisar) | [APL] reposicionar o gabarito (viés de letra no conjunto),4,2,1,1
669,Múltipla Escolha Simples,arte contemporanea,Avaliar,"Uma curadora de um centro de arte contemporânea planeja uma exposição sobre a emergência da videoarte em diálogo com novas plataformas e mídias. Ela deseja evidenciar como o uso de câmeras portáteis, a circulação de imagens televisivas e a exibição em múltiplos dispositivos transformaram o vídeo em linguagem experimental, distinta do cinema narrativo. Entre as propostas recebidas, destacam-se: vídeos em looping apresentados em monitores distribuídos pelo espaço expositivo, convidando o público a circular; manipulações ao vivo de imagens provenientes de transmissões televisivas, enfatizando a dimensão performática; e um vídeo com roteiro, atores, diálogos e enredo causal, próximo ao cinema comercial. Ao organizar a mostra, a curadora precisa tomar decisões espaciais e conceituais que tornem claro o papel das experiências experimentais na consolidação da videoarte.","Considerando o objetivo curatorial descrito, identifique a alternativa que apresenta uma decisão de montagem mais alinhada à intenção de evidenciar o papel das novas plataformas e do diálogo das mídias na consolidação da videoarte.",,,,,,,"Organizar a exposição de modo que os monitores em looping e as manipulações ao vivo de imagens televisivas ocupem áreas centrais do espaço, enfatizando o uso experimental do vídeo, e reservar ao vídeo com roteiro tradicional uma sala menor, destacando seu diálogo crítico com o cinema.","Conceder maior metragem e visibilidade ao vídeo com roteiro, atores e diálogos, posicionando os demais trabalhos em espaços laterais, para aproximar a mostra da experiência cinematográfica habitual do público visitante.","Distribuir equitativamente os trabalhos em salas de tamanho semelhante, reduzindo a ênfase em hierarquias espaciais entre as propostas, para que o visitante construa de forma autônoma a compreensão das diferenças entre vídeo experimental e vídeo narrativo.","Criar um percurso que conduza o visitante dos registros televisivos manipulados para o vídeo com roteiro tradicional, encerrando a exposição com este último como síntese das possibilidades narrativas do meio audiovisual.","Reunir os vídeos em um auditório escurecido, projetando-os em sequência contínua, sem separação entre trabalhos experimentais e narrativos, para ressaltar a unidade da experiência audiovisual independente da forma de exploração do meio.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
670,Afirmação Incompleta,ensino e aprendizagem da lingua portuguesa,Avaliar,"Em uma escola de anos iniciais, a equipe pedagógica discute como organizar o ensino de Língua Portuguesa para garantir continuidade e profundidade no trabalho com leitura e escrita. O grupo reconhece que a carga horária é limitada e que os alunos apresentam diferentes níveis de apropriação da escrita, o que exige retomadas constantes e circulação efetiva de textos na sala. Nos debates, surgem propostas de concentrar o estudo de gêneros textuais em blocos intensivos, de alternar gêneros em cada aula, ou de criar experiências regulares em torno de um mesmo gênero ao longo de várias semanas, articulando leitura pelo professor, leitura pelos alunos e produções escritas com reescritas sucessivas. Ao avaliar essas possibilidades, o foco recai sobre quais escolhas favorecem a construção progressiva de conhecimentos sobre a linguagem escrita nos anos iniciais.","Ao replanejar o trabalho com leitura e escrita para favorecer a construção progressiva de conhecimentos sobre a linguagem nos anos iniciais, a equipe pedagógica atua de forma mais coerente com os fundamentos teórico-metodológicos da Língua Portuguesa ao priorizar",,,,,,,"a organização de atividades permanentes em torno de um mesmo gênero textual, com encontros regulares em que a turma lê, discute e produz textos, retomando procedimentos e ampliando gradualmente as demandas de leitura e escrita.","a realização de uma sequência de aulas concentradas em curto período, com foco intenso em um gênero textual, sem previsão de retomadas desse gênero nas semanas subsequentes.","a alternância sistemática de gêneros textuais a cada aula, buscando ampliar repertório, ainda que sem continuidade do trabalho com um mesmo gênero ao longo do bimestre.","a aplicação frequente de exercícios escritos individuais, baseados em questões sobre textos variados, com ênfase em correções rápidas de aspectos ortográficos e gramaticais.","a condução de aulas expositivas sobre características de gêneros textuais, complementadas por listas de tarefas domiciliares, sem planejamento de momentos coletivos de reescrita e discussão de textos.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
690,Múltipla Escolha Simples,geografia economica,Avaliar,"Ao analisar a evolução histórica do capitalismo, um pesquisador comparou três fases: uma etapa marcada pela expansão ultramarina, pelo acúmulo de metais preciosos e pelo fortalecimento dos Estados nacionais; outra caracterizada pela mecanização da produção, pela fábrica e pela centralidade da indústria; e uma terceira em que predominam os fluxos de crédito, a circulação de capitais em escala global e a atuação de grandes grupos financeiros. O pesquisador observou ainda que a Geografia Econômica é essencial para compreender como cada fase reorganiza o espaço, as redes e a divisão territorial do trabalho.","Considerando a interpretação geográfica dessa evolução histórica, qual análise melhor caracteriza a transição entre as três fases do capitalismo mencionadas?",,,,,,,"A passagem do capitalismo comercial ao industrial e, depois, ao financeiro expressa a crescente complexidade das redes econômicas, com ampliação da circulação de mercadorias, industrialização dos territórios e posterior predominância da valorização do capital em escala mundial.","A fase mercantil corresponde à substituição do comércio pela produção fabril, enquanto o capitalismo industrial resulta da eliminação da indústria pela centralidade do sistema bancário, que passa a dominar apenas no século XIX.","O capitalismo financeiro antecede o comercial, pois o desenvolvimento das bolsas e dos bancos europeus foi o fator que permitiu as navegações, a colonização e a acumulação primitiva de capital.","A industrialização inviabilizou a expansão comercial, uma vez que a produção em massa reduziu a necessidade de trocas e impediu a formação de mercados externos e internos.","As três fases são equivalentes no modo de organizar o espaço, pois todas dependem exclusivamente da produção agrícola e da baixa integração entre regiões.",A,[FE] encurtar o gabarito (mais longo que os distratores) | [FE] suavizar termos absolutos nos distratores | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Analisar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),4,2,1,1
700,Múltipla Escolha Simples,arte contemporanea,Avaliar,"Em uma exposição de arte contemporânea, uma instalação ocupa uma sala vazia com lâmpadas acesas, placas industriais, caixas de papelão e instruções impressas ao lado da obra. O visitante é convidado a circular, interpretar e completar mentalmente o sentido do conjunto, enquanto a permanência dos materiais parece menos importante do que a experiência proposta.","Considerando o contexto apresentado e as características dos movimentos da segunda metade do século XX, qual interpretação melhor justifica a proposta poética da obra?",,,,,,,Valoriza a forma pura.,Exalta a técnica manual.,Privilegia a ideia sobre o objeto.,Imita a pintura clássica.,Busca beleza decorativa.,C,[FE] encurtar o gabarito (mais longo que os distratores) | [FE] explicitar o comando do enunciado,2,2,0,0
704,Múltipla Escolha Simples,calculo diferencial e integral iii,Avaliar,"Em modelagem matemática, muitas situações envolvendo crescimento populacional, circuitos elétricos e movimento de partículas podem ser descritas por equações diferenciais ordinárias. Em alguns casos, uma condição inicial ou de contorno permite determinar uma solução específica entre várias possíveis.","Considere a equação diferencial ordinária $y' = ky$, com $k\in\mathbb{R}$, associada ao problema de valor inicial $y(0)=y_0$. A solução desse problema é dada por",,,,,,,$y(x)=y_0e^{kx}$.,$y(x)=ky_0e^{x}$.,$y(x)=y_0e^{x/k}$.,$y(x)=y_0+kx$.,$y(x)=y_0e^{-kx}$.,A,[FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
707,Múltipla Escolha Complexa,calculo diferencial e integral ii,Avaliar,"Uma engenheira está modelando a temperatura superficial de uma placa metálica submetida a aquecimento não uniforme por meio da função $T(x,y)$, que associa a cada ponto $(x,y)$ da placa a temperatura em graus Celsius. Para identificar regiões críticas de aquecimento, ela pretende localizar pontos em que a placa apresente temperaturas extremas em relação aos pontos vizinhos. A engenheira dispõe de um software capaz de calcular derivadas parciais de primeira e segunda ordem e de gerar mapas de nível de temperatura. Ela precisa decidir como utilizar esses recursos para distinguir pontos de aquecimento mais intenso, pontos de resfriamento relativo e pontos em que a temperatura varia de forma oposta em direções diferentes, a fim de definir zonas de monitoramento e de instalação de sensores de proteção térmica.","Considerando o contexto apresentado, é correto APENAS o que se afirma em:","Calcular as derivadas parciais de primeira ordem de $T(x,y)$, determinar os pontos em que ambas se anulam e, para cada um desses pontos, analisar as derivadas parciais de segunda ordem e o discriminante associado, classificando-os em máximos locais, mínimos locais ou pontos de sela, usando essa classificação para orientar a instalação de sensores.","Selecionar como candidatos a extremos locais os pontos em que as derivadas parciais de primeira ordem de $T(x,y)$ se anulam e, adicionalmente, considerar a informação sobre o módulo do gradiente em regiões vizinhas para priorizar, entre esses pontos críticos, aqueles em que a temperatura tende a variar de forma mais acentuada.","Concentrar a análise principalmente nos pontos em que o software mostra temperaturas numericamente altas, utilizando mapas de nível para comparar com valores em vizinhanças próximas, de modo a verificar se esses pontos se comportam como máximos locais, sem recorrer explicitamente às derivadas de segunda ordem.","Incluir na análise os pontos críticos internos obtidos pelo cancelamento das derivadas parciais de primeira ordem, mas dispensar qualquer verificação com derivadas de segunda ordem e, com base apenas em uma comparação com uma média global da placa, interpretar esses pontos como zonas de aquecimento mais intenso.",,,I e III estão corretas,II e IV estão corretas,"I, II e III estão corretas.","I, II e III estão corretas","I, II, III e IV estão corretas",A,[FE] eliminar alternativas equivalentes | [FE] tornar o texto-base necessário ou removê-lo | [AP] ajustar o formato ao tipo declarado (combinação I-IV duplicada (C e D)) | [APL] reposicionar o gabarito (viés de letra no conjunto),4,2,1,1
729,Afirmação Incompleta,semantica,Avaliar,"Em um texto jornalístico sobre a reforma urbana, um mesmo conjunto de moradores é retomado diversas vezes por diferentes formas linguísticas, o que orienta o leitor na construção do sentido e na identificação dos referentes ao longo da progressão textual.","Nessa perspectiva, a referenciação pode ser compreendida como o processo pelo qual os locutores ...",,,,,,,"associam formas linguísticas a objetos do mundo por uma relação fixa e imutável, independente do contexto de uso.","introduzem, retomam e recategorizam objetos de discurso no texto, negociando sentidos em interação.","substituem sempre o referente por pronomes pessoais, sem possibilidade de uso de expressões nominais.",garantem que cada expressão linguística corresponda a um único referente estável em qualquer situação comunicativa.,"estabelecem uma correspondência direta entre palavras e coisas, dispensando a atuação do contexto discursivo.",B,[FE] tornar o texto-base necessário ou removê-lo | [FE] conectar as alternativas ao conteúdo do item,2,2,0,0
743,Múltipla Escolha Simples,semantica,Avaliar,"Em uma conversa, um professor afirma: “As palavras só fazem sentido quando consideradas em uso, pois o significado depende do contexto e da relação entre os termos”.","Com base nessa afirmação, qual alternativa melhor expressa o objeto de estudo da Semântica?",,,,,,,A Semântica estuda exclusivamente as regras gramaticais que organizam as palavras na frase.,"A Semântica estuda o significado e o sentido produzidos por palavras, enunciados e contextos de uso.",A Semântica estuda apenas a origem histórica das palavras e suas mudanças fonéticas.,"A Semântica estuda a classificação das palavras em classes morfológicas, como substantivos e verbos.",A Semântica estuda somente a norma-padrão de concordância entre sujeito e verbo.,B,[FE] suavizar termos absolutos nos distratores | [FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo,3,3,0,0
753,Múltipla Escolha Complexa,ensino e aprendizagem da lingua portuguesa,Analisar,"Uma professora de Língua Portuguesa, ao planejar um projeto de leitura para turmas do 8.º ano, decide trabalhar com textos que combinem diferentes linguagens, articulando palavras, imagens, cores e elementos gráficos. Para uma sequência didática sobre consumo consciente, ela seleciona anúncios publicitários digitais, infográficos interativos e tiras em formato de quadrinhos. Em uma primeira versão do planejamento, a docente prevê atividades centradas em perguntas escritas sobre o tema e na identificação de informações explícitas no texto verbal. Após analisar os resultados de anos anteriores, porém, ela percebe que os alunos costumam desconsiderar elementos visuais relevantes e têm dificuldade para relacionar os diferentes recursos semióticos presentes nos materiais. Diante disso, ela revisa o planejamento, buscando reorganizar as propostas de leitura.","Considerando o contexto apresentado, é correto APENAS o que se afirma em:","Priorizar situações em que os estudantes descrevam em voz alta, de modo sistemático, o que observam em cada recurso visual e verbal dos textos, explicando como essas partes se articulam para construir sentidos sobre o consumo consciente.","Manter o foco principal das atividades na interpretação do texto escrito, utilizando as imagens apenas como ilustração periférica, a fim de evitar dispersão e garantir que todos cheguem à mesma compreensão do tema.","Organizar momentos em que grupos de alunos comparem diferentes versões de um mesmo conteúdo em formatos como infográfico, anúncio e tira, discutindo como as escolhas de cores, disposição dos elementos e linguagem verbal orientam leituras distintas.","Restringir a análise dos materiais a perguntas de verdadeiro ou falso sobre informações explícitas, de modo que os estudantes se familiarizem primeiro com o tema para, em outro momento, lidarem com a interpretação integrada de imagens e palavras.",,,I e III estão corretas,II e IV estão corretas,I e III estão corretas,"I, II e III estão corretas","I, II, III e IV estão corretas",A,[FE] eliminar duplicata do gabarito | [AP] ajustar o formato ao tipo declarado (combinação I-IV duplicada (A e C)) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
767,Múltipla Escolha Simples,semantica,Avaliar,"Em uma aula de Semântica, a professora apresenta duas análises de enunciados: no primeiro, a palavra “banco” é interpretada como instituição financeira; no segundo, como assento. Ela explica que, para compreender adequadamente o funcionamento do significado na língua, é preciso considerar não apenas os sentidos possíveis em contexto, mas também o estudo sistemático das relações entre expressão linguística e interpretação.","A partir do contexto apresentado, qual alternativa expressa de forma mais adequada o objeto de estudo da Semântica e a distinção entre significado e sentido?",,,,,,,"A Semântica estuda exclusivamente as regras gramaticais da língua; significado e sentido são noções equivalentes, independentemente do contexto de uso.","A Semântica estuda os sons da fala; significado corresponde ao aspecto material da palavra, enquanto sentido é apenas a sua grafia.","A Semântica estuda os significados produzidos na linguagem; o significado é a informação lexical mais estável da unidade linguística, enquanto o sentido é a interpretação que essa unidade assume em determinado contexto.","A Semântica estuda apenas a origem histórica das palavras; sentido é o mesmo que referência, e significado depende somente da intenção do falante.","A Semântica estuda apenas o uso estilístico das palavras em textos literários; significado e sentido são definidos unicamente pelo dicionário, sem influência do contexto.",C,[FE] encurtar o gabarito (mais longo que os distratores) | [FE] suavizar termos absolutos nos distratores | [FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo,4,4,0,0
777,Afirmação Incompleta,morfossintaxe da lingua inglesa,Avaliar,"Na abordagem da morfossintaxe do inglês, a análise da palavra considera simultaneamente sua forma e sua função na organização da oração. Em documentos curriculares como a BNCC, esse olhar se articula ao eixo de conhecimentos linguísticos, valorizando o uso reflexivo da língua em diferentes práticas sociais.","Nesse sentido, a noção de lexicogrammar se refere à ideia de que léxico e gramática são ...",,,,,,,"sistemas totalmente independentes, unidos apenas no nível semântico.","dimensões integradas, nas quais escolhas lexicais e gramaticais se condicionam mutuamente.","campos restritos à identificação de morfemas livres, sem relação com a sintaxe.","regras aplicáveis apenas à escrita formal, sem implicações para a oralidade.",mecanismos de derivação lexical que dispensam qualquer análise da estrutura da oração.,B,[FE] suavizar termos absolutos nos distratores | [FE] tornar o texto-base necessário ou removê-lo | [FE] conectar as alternativas ao conteúdo do item,3,3,0,0
